USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
579220,99999,DUSHAN,CH,,,+25.833,+107.550,+0971.0,19450430,20230630
579230,99999,JIANGZHAI,CH,,,+25.883,+107.750,+0536.0,19731119,19740912
579250,99999,LIU-CHAI,CH,,,+25.300,+107.400,+0854.0,19570602,19830914
579270,99999,APPROXIMATE LOCALE,CH,,,+25.283,+107.300,+0000.0,19740425,20020611
579310,99999,APPROXIMATE LOCALE,CH,,,+25.850,+108.083,+0000.0,19740601,20011025
579320,99999,RONGJIANG,CH,,,+25.967,+108.533,+0287.0,19560820,20230630
579440,99999,GONGDONG SOUTHEAST,CH,,,+25.533,+109.200,+0423.0,19740421,19741202
579470,99999,RONG-SHUI,CH,,,+25.067,+109.250,+0183.0,19570603,19971231
579570,99999,LIANGJIANG,CH,,ZGKL,+25.218,+110.039,+0173.7,19430606,20230630
579580,99999,NAME UNKNOWN,CH,,,+00.000,+000.000,-0999.0,19731004,20020507
579600,99999,DAO XIAN NORTH,CH,,,+25.550,+111.583,+0179.0,19610107,19610314
579620,99999,NAME UNKNOWN (ONC),CH,,,+00.000,+000.000,-0999.0,19740513,20021205
579650,99999,DAOXIAN,CH,,,+25.617,+111.600,+0152.0,19730101,19971231
579660,99999,NING-YUAN (?),CH,,,+00.000,+000.000,-0999.0,19800405,20020106
579680,99999,TUO-JIANG (?),CH,,,+25.183,+111.583,+0122.0,19570601,19850331
579720,99999,CHENZHOU,CH,,,+25.733,+112.967,+0368.8,19560820,20230630
579730,99999,GUI-YANG (?),CH,,,+00.000,+000.000,-0999.0,19731004,20020326
579820,99999,APPROXIMATE LOCALE,CH,,,+25.833,+113.500,+0000.0,19740729,20020909
579830,99999,NAME UNKNOWN,CH,,,+00.000,+000.000,-0999.0,19740806,20040118
579920,99999,SHANG-YU,CH,,,+25.800,+114.533,+0202.0,19730103,20020516
579930,99999,GANZHOU,CH,,ZSGZ,+25.850,+114.950,+0125.0,19441130,20230630
579931,99999,YAOQIANG,CH,,ZSJN,+36.857,+117.216,+0023.2,20050617,20230630
579960,99999,XIN-FENG,CH,,,+25.400,+114.933,+0195.0,19591101,19971231
580050,99999,SHANGQIU,CH,,,+34.400,+115.633,+0050.0,19610801,20040515
580150,99999,TANG-SHAN,CH,,,+34.417,+116.333,+0044.0,19570531,19971231
580270,99999,XUZHOU,CH,,,+34.283,+117.150,+0042.0,19560820,20230630
580280,99999,XUZHOU / GUANYIN ARPT,CH,,ZSXZ,+34.059,+117.556,+0035.1,19731104,20210702
580400,99999,GANYU,CH,,,+34.850,+119.133,+0010.0,19580104,20230630
580440,99999,NANCHENG NORTHEAST,CH,,,+34.583,+119.250,+0004.0,19560821,19571231
580570,99999,LIUDUO SOUTHWEST,CH,,,+34.067,+120.217,+0003.0,19570602,19591231
580830,99999,BOGUS CHINESE,CH,,,,,,19801003,20020923
581020,99999,BOXIAN,CH,,,+33.783,+115.733,+0040.3,19560821,20230630
581220,99999,SUINING,CH,,,+33.900,+117.950,+0026.0,19570601,19971231
581340,99999,SI-HONG,CH,,,+33.467,+118.217,+0015.0,19740401,20020717
581370,99999,SHUANG-GOU,CH,,,+33.217,+118.183,+0014.0,19800707,20030213
581380,99999,HONGZE HU (LAKE),CH,,,+33.333,+118.667,+0002.0,19570602,19971231
581400,99999,CHIANELO,CH,,,+26.767,+117.367,+0183.0,19790710,19810529
581410,99999,HUAIYIN,CH,,,+33.633,+118.933,+0013.7,20040713,20230630
581440,99999,QINGJIANG,CH,,,+33.600,+119.033,+0019.0,19560820,19971231
581500,99999,SHEYANG,CH,,,+33.750,+120.300,+0003.0,19600101,20230630
581930,99999,NAME/LOCATION UNKN,CH,,,+00.000,+000.000,-0999.0,19801005,20020111
582020,99999,TSAOCHUANG,CH,,,+00.000,+000.000,-0999.0,19740426,20020319
582030,99999,FUYANG,CH,,,+32.867,+115.733,+0033.0,19570601,20230630
582070,99999,HUANG-CHUAN (?),CH,,,+00.000,+000.000,-0999.0,19740425,20020511
582080,99999,GUSHI,CH,,,+32.167,+115.617,+0044.0,19560820,20230630
582110,99999,YING-SHANG,CH,,,+00.000,+000.000,-0999.0,19801001,20020615
582150,99999,SHOUXIAN/SHOUYANG,CH,,,+32.583,+116.783,+0023.0,19570601,19971231
582210,99999,BENGBU,CH,,,+32.850,+117.300,+0028.0,19560820,20230630
582310,99999,JIA-SHAN,CH,,,+00.000,+000.000,-0999.0,19731004,20020809
582340,99999,CHU-XIAN,CH,,,+00.000,+000.000,-0999.0,19740425,20030413
582360,99999,CHUZHOU EAST,CH,,,+32.317,+118.333,+0026.0,19570601,19610322
582370,99999,JIANG-PU (?),CH,,,+00.000,+000.000,-0999.0,19800703,20020731
582380,99999,LUKOU,CH,,ZSNJ,+31.742,+118.862,+0014.9,19560820,20230630
582390,99999,LISHE,CH,,ZSNB,+29.825,+121.465,+0004.0,20040825,20230630
582410,99999,GAOYOU,CH,,,+32.783,+119.450,+0003.0,19591101,19971231
582440,99999,DAYIJI NORTH,CH,,,+32.550,+119.233,+0030.0,19740112,20120523
582450,99999,YANG-ZHOU (?),CH,,,+00.000,+000.000,-0999.0,19740423,20040128
582500,99999,HAIAN NORTHEAST,CH,,,+32.567,+120.467,+0012.0,19731004,19741204
582510,99999,DONGTAI,CH,,,+32.850,+120.283,+0004.0,19560820,20230630
582520,99999,AN-FENG,CH,,,+00.000,+000.000,-0999.0,19801001,20030227
582580,99999,MO-TOU AIR BASE,CH,,,+32.267,+120.500,+0006.0,19740611,19840120
582590,99999,NANTONG/JINSHA,CH,,,+32.100,+120.867,+0001.0,19570601,19971231
582650,99999,LUSI,CH,,,+32.067,+121.600,+0010.0,19570602,20230630
582660,99999,BOGUS CHINESE,CH,,,,,,19830701,19890503
582670,99999,RU-DONG,CH,,,+00.000,+000.000,-0999.0,19731109,20050405
583140,99999,HUOSHAN,CH,,,+31.400,+116.333,+0068.0,19560820,20230630
583210,99999,LUOGANG,CH,,ZSOF,+31.780,+117.298,+0032.9,19560820,20230630
583211,99999,PUDONG,CH,,ZSPD,+31.143,+121.805,+0004.0,20040713,20230630
583212,99999,JINJIANG AIRPORT,CH,,ZSQZ,+24.796,+118.590,+0051.0,20100727,20221212
583213,99999,ZHOUSHAN AIRPORT,CH,,ZSZS,+29.934,+122.362,+0009.0,20110116,20140826
583230,99999,SHIH-TANG-JIAO BASE,CH,,,+00.000,+000.000,-0999.0,19801012,20020301
583240,99999,SHAN-HE,CH,,,+00.000,+000.000,-0999.0,19731005,20031011
583250,99999,SHENG-JIA-QIAO,CH,,,+00.000,+000.000,-0999.0,19801005,20030306
583260,99999,CHAOHU WEST,CH,,,+31.600,+117.833,+0021.0,19570601,19610314
583270,99999,KONG-CHENG,CH,,,+00.000,+000.000,-0999.0,19801005,20010713
583280,99999,HUANG GU-JIA,CH,,,+00.000,+000.000,-0999.0,19801002,20050524
583340,99999,WU-HU,CH,,,+31.333,+118.350,+0020.0,19570601,19860114
583380,99999,WUHUXIAN,CH,,,+31.150,+118.583,+0016.0,19860101,20230630
583430,99999,CHANGZHOU,CH,,,+31.767,+119.950,+0015.0,19560820,19971231
583450,99999,LIYANG,CH,,,+31.433,+119.483,+0008.0,19570601,20230630
583570,99999,WA LI,CH,,,+00.000,+000.000,-0999.0,19730103,20020523
583580,99999,SUZHOU,CH,,,+31.267,+120.617,+0019.0,19570602,19971231
583620,99999,SHANGHAI,CH,,,+31.400,+121.467,+0004.0,19910615,20230630
583670,99999,HONGQIAO INTL,CH,,ZSSS,+31.198,+121.336,+0003.0,19560820,20230630
583680,99999,BOGUS CHINESE,CH,,,,,,19801004,20031129
583780,99999,HUINAN EAST,CH,,,+31.183,+122.367,+0000.0,19731004,19740919
584020,99999,YINGSHAN,CH,,,+30.750,+115.667,+0116.0,19591101,19971231
584030,99999,LEI-CHIA-TIEN WEST,CH,,,+30.883,+115.717,+0260.0,19731004,19740817
584070,99999,QIZHOU,CH,,,+30.067,+115.333,+0029.0,19570601,19971231
584080,99999,MEI-CHUAN,CH,,,+30.133,+115.600,+0073.0,19731004,20040703
584140,99999,TAI-HU,CH,,,+00.000,+000.000,-0999.0,19800706,20020303
584240,99999,ANQING,CH,,,+30.617,+116.967,+0063.2,19560820,20230630
584360,99999,HELIXI,CH,,,+30.633,+118.967,+0053.0,19570601,19740813
584370,99999,HUANG SHAN,CH,,,+30.133,+118.150,+1836.0,19560820,20230630
584380,99999,JING-DE,CH,,,+00.000,+000.000,-0999.0,19730403,20040928
584450,99999,TIANMU SHAN (MTNS),CH,,,+30.350,+119.417,+1494.0,19570603,19971231
584470,99999,HE-QIAO,CH,,,+00.000,+000.000,-0999.0,19731004,20020730
584510,99999,WU-XING,CH,,,+00.000,+000.000,-0999.0,19800809,20020709
584560,99999,HUANG WAN,CH,,,+00.000,+000.000,-0999.0,19731004,20020118
584570,99999,XIAOSHAN,CH,,ZSHC,+30.228,+120.432,+0007.0,19560820,20230630
584580,99999,SHAO-XING (?),CH,,,+00.000,+000.000,-0999.0,19731004,20020708
584610,99999,JIN-SHAN,CH,,,+00.000,+000.000,-0999.0,19740421,20040716
584620,99999,MIN-HANG,CH,,,+00.000,+000.000,-0999.0,19730702,20020612
584640,99999,ZHA-PU,CH,,,+30.617,+121.083,+0007.0,19570601,19971231
584670,99999,YU-YAO,CH,,,+00.000,+000.000,-0999.0,19570602,20070727
584720,99999,SHENGSI,CH,,,+30.733,+122.450,+0081.0,19581001,20230630
584730,99999,SHENG SHANG,CH,,,+30.717,+122.817,+0197.0,19800401,19971001
584740,99999,DACHU SHAN,CH,,,+30.450,+122.300,+0152.0,19891201,20050728
584760,99999,LANG-GANG ISLAND,CH,,,+30.433,+122.917,+0095.0,19800401,20020519
584770,99999,DINGHAI,CH,,,+30.033,+122.117,+0037.0,19560820,20230630
584780,99999,ZHI-ZHI ISLAND,CH,,,+00.000,+000.000,-0999.0,19740426,20030310
585020,99999,FENLU SOUTHEAST,CH,,,+29.750,+115.917,+0031.0,19560820,19631231
585060,99999,LU SHAN,CH,,,+29.583,+115.983,+1165.0,19560820,20230630
585170,99999,BOGUS CHINESE,CH,,,,,,19801003,20020629
585190,99999,GU-XIAN-DU,CH,,,+29.083,+116.883,+0031.0,19570602,19971231
585210,99999,APPROXIMATE LOCATIO,CH,,,+29.833,+117.167,+0000.0,19801010,20060214
585270,99999,JINGDEZHEN,CH,,,+29.300,+117.200,+0060.0,19560820,20230630
585280,99999,KOMATSUSHIMA AB,CH,,,+29.167,+117.500,+0000.0,19801002,20020702
585290,99999,APPROXIMATE LOCATIO,CH,,,+29.167,+117.833,+0000.0,19801002,19840529
585310,99999,TUNXI,CH,,,+29.717,+118.267,+0145.0,19570601,19971231
585320,99999,SHE-XIAN,CH,,,+00.000,+000.000,-0999.0,19740802,20011203
585370,99999,HUA-BU,CH,,,+00.000,+000.000,-0999.0,19740423,20020214
585430,99999,CHUN AN,CH,,,+29.617,+119.017,+0172.0,20070727,20230630
585490,99999,JINHUA,CH,,,+29.150,+119.633,+0035.0,19570602,19971231
585540,99999,YI-WU/AIRFIELD,CH,,,+29.350,+120.017,+0091.0,19740421,20030330
585560,99999,SHENGXIAN,CH,,,+29.600,+120.817,+0108.0,19570601,20230630
585590,99999,TIAN-TAI,CH,,,+29.150,+121.017,+0067.0,19740422,20020524
585620,99999,NINGBO,CH,,,+29.917,+121.467,+0006.0,19570601,19971231
585690,99999,SHIPU,CH,,,+29.200,+121.950,+0127.0,19570601,20230630
586060,99999,CHANGBEI INTL,CH,,ZSCN,+28.865,+115.900,+0043.6,19560820,20230630
586070,99999,HUI-HE,CH,,,+00.000,+000.000,-0999.0,19740422,19840609
586080,99999,QINGJIANG/ZHANGSHUZ,CH,,,+28.050,+115.533,+0040.0,19570601,19971231
586180,99999,POTOU,CH,,,+38.083,+116.550,+0013.0,19970611,19971221
586210,99999,LE-PING (?),CH,,,+28.983,+117.117,+0049.0,19740424,19810525
586250,99999,YI-YANG,CH,,,+00.000,+000.000,-0999.0,19740112,19841121
586260,99999,SHANGRAO,CH,,,+28.483,+117.983,+0090.0,19570301,19971231
586270,99999,XIONGSHI NORTHEAST,CH,,,+28.300,+117.217,+0039.0,19740423,19740919
586310,99999,YU-SHAN,CH,,,+28.667,+118.250,+0094.0,19740421,19840505
586320,99999,CHANG-SHAN,CH,,,+28.933,+118.500,+0137.0,19740425,20030101
586330,99999,QU XIAN,CH,,,+28.967,+118.867,+0071.0,19560820,20230630
586340,99999,YUSHAN,CH,,,+28.683,+118.250,+0094.0,19570601,19971231
586460,99999,LISHUI,CH,,,+28.450,+119.917,+0060.0,19560820,20230630
586470,99999,LONGQUAN,CH,,,+28.100,+119.083,+0180.0,19570301,19971231
586480,99999,AN-REN,CH,,,+28.050,+119.333,+0274.0,19740421,19840513
586530,99999,KUOCANG SHAN,CH,,,+28.817,+120.917,+1375.0,19570601,20011017
586540,99999,JIN-YUN,CH,,,+00.000,+000.000,-0999.0,19740425,19840517
586550,99999,YONG-LIN,CH,,,+00.000,+000.000,-0999.0,19731004,20020429
586580,99999,KENG-KOU,CH,,,+00.000,+000.000,-0999.0,19740616,20020116
586590,99999,WENZHOU,CH,,ZSWZ,+28.017,+120.667,+0007.0,19560820,20210812
586600,99999,LINHAI (REPLACED BY 58652 - XIANJU),CH,,,+28.850,+121.133,+0009.0,19940801,19971231
586620,99999,HAI-MEN,CH,,,+28.683,+122.133,+0003.0,19731004,20020617
586650,99999,HONGJIA,CH,,,+28.617,+121.417,+0002.0,19560820,19971231
586660,99999,DACHEN DAO,CH,,,+28.450,+121.883,+0084.0,19591101,20230630
586670,99999,YU-HUAN,CH,,,+28.133,+121.217,+0100.0,19570601,19971231
586690,99999,SONGMEN SOUTHEAST,CH,,,+28.283,+121.733,+0002.0,19731026,19740801
587130,99999,HUANG-SHI-DU,CH,,,+00.000,+000.000,-0999.0,19740601,20020803
587150,99999,NANCHENG,CH,,,+27.583,+116.650,+0082.0,19560820,20230630
587210,99999,NAME UNKNOWN (ONC),CH,,,+27.717,+117.050,+0305.0,19740425,19851024
587250,99999,SHAOWU,CH,,,+27.333,+117.467,+0219.0,19570602,20230630
587260,99999,QIXIAN SHAN,CH,,,+27.950,+117.833,+1415.0,19560820,19940718
587300,99999,WUYISHAN,CH,,,+27.767,+118.033,+0221.0,19920301,20230630
587310,99999,PUCHENG,CH,,,+27.917,+118.533,+0275.0,19560820,20230630
587320,99999,APPROXIMATE LOCATIO,CH,,,+27.833,+118.500,+0000.0,19801001,20011230
587340,99999,JIAN-YANG,CH,,,+00.000,+000.000,-0999.0,19570601,20020620
587350,99999,APPROXIMATE LOCATIO,CH,,,+27.500,+118.500,+0000.0,19801001,20020518
587360,99999,XIONG MOUNTAIN,CH,,,+00.000,+000.000,-0999.0,19600309,19840815
587370,99999,JIAN'OU,CH,,,+27.050,+118.317,+0112.0,19570601,19971231
587450,99999,SHOU-NING,CH,,,+27.467,+119.483,+0732.0,19570609,20020730
587470,99999,LI-MEN,CH,,,+00.000,+000.000,-0999.0,19740425,20030610
587490,99999,FU AN,CH,,,+00.000,+000.000,-0999.0,19740601,19850920
587520,99999,RUIAN,CH,,,+27.783,+120.650,+0038.0,20040713,20230630
587530,99999,RUI-AN,CH,,,+00.000,+000.000,-0999.0,19731006,20021127
587540,99999,FUDING,CH,,,+27.333,+120.200,+0038.0,19560820,20230630
587640,99999,DONG-GUA ISLAND,CH,,,+27.633,+121.050,+0018.0,19591101,20010912
587650,99999,NANJI SHAN,CH,,,+27.467,+121.050,+0002.0,19731004,19971113
588110,99999,LO-KOU,CH,,,+26.850,+116.067,+0243.0,19731113,19741008
588130,99999,GUANGCHANG,CH,,,+26.850,+116.333,+0142.0,19570610,20230630
588150,99999,NING-HUA,CH,,,+26.267,+116.650,+0303.0,19730102,20020624
588200,99999,SANMING,CH,,,+26.183,+117.617,+0198.0,19570601,19971231
588210,99999,TAI-NING,CH,,,+26.900,+117.167,+0305.0,19730810,20051025
588250,99999,JIANG-LE,CH,,,+26.767,+117.367,+0183.0,19730102,20020517
588260,99999,SHA-XIAN,CH,,,+26.400,+117.783,+0183.0,19730102,20050506
588310,99999,XIA-YANG,CH,,,+26.783,+118.000,+0146.0,19570601,20020511
588340,99999,NANPING,CH,,,+26.633,+118.150,+0153.0,19560820,20230630
588370,99999,YOU-XI,CH,,,+26.167,+118.183,+0165.0,19730103,20020610
588380,99999,SHUANG-KENG,CH,,,+00.000,+000.000,-0999.0,19731004,19840507
588460,99999,LUOYUAN,CH,,,+26.517,+119.533,+0085.0,19570602,19971231
588470,99999,FUZHOU,CH,,,+26.083,+119.283,+0085.0,19560820,20230630
588480,99999,SANYA,CH,,,+00.000,+000.000,-0999.0,19731008,20020220
588490,99999,MAZU,CH,,,+26.167,+119.933,+0091.0,19560821,19971231
588500,99999,SONGCHENG NORTHEAST,CH,,,+26.933,+120.067,+0258.0,19600506,19631031
588520,99999,TA-YU MOUNTAIN,CH,,,+26.917,+120.383,+0305.0,19570601,20020919
588530,99999,TAISHAN,CH,,,+27.000,+120.700,+0107.0,19631101,19970914
588540,99999,XI-YANG ISLAND,CH,,,+00.000,+000.000,-0999.0,19730101,20020816
588640,99999,TUNG-YIN ISLAND,CH,,,+00.000,+000.000,-0999.0,19730303,19831002
588930,99999,BOGUS CHINESE,CH,,,,,,19860604,19860626
589110,99999,CHANGTING,CH,,,+25.850,+116.367,+0311.0,19570301,20230630
589180,99999,SHANGHANG,CH,,,+25.067,+116.350,+0207.0,19570602,19971231
589210,99999,YONG'AN,CH,,,+25.967,+117.350,+0204.0,19560820,20230630
589260,99999,ZHANG PING,CH,,,+25.300,+117.400,+0203.0,19940901,20230630
589270,99999,LONGYAN,CH,,,+25.100,+117.017,+0341.0,19560820,19971208
589280,99999,ZHANG-PING,CH,,,+25.300,+117.400,+0000.0,19740421,19851011
589310,99999,JIUXIAN SHAN,CH,,,+25.717,+118.100,+1651.0,19560820,20230630
589320,99999,NAME UNKNOWN (ONC),CH,,,+00.000,+000.000,-0999.0,19740425,20020615
589330,99999,ZHANGCHENG SOUTHWEST,CH,,,+25.867,+118.917,+0152.0,19600101,19610314
589340,99999,YONG-CHUN,CH,,,+00.000,+000.000,-0999.0,19740613,19850922
589380,99999,HUNG-LAI,CH,,,+25.083,+118.517,+0061.0,19880201,20030809
589410,99999,HESHANG SOUTHEAST,CH,,,+25.933,+119.567,+0008.0,19570603,19610314
589440,99999,PINGTAN,CH,,,+25.517,+119.783,+0031.0,19560820,20230630
589450,99999,BOGUS CHINESE,CH,,,,,,19831201,20020823
589470,99999,DAI-TOU,CH,,,+25.267,+119.200,+0037.0,19740817,20020408
589650,99999,TAOYUAN,CH,,,+25.050,+121.217,+0048.0,19560820,20030222
589680,99999,TAIBEI,CH,,,+25.033,+121.517,+0009.0,19570601,20230630
589690,99999,589690,CH,,,+25.067,+121.533,+0007.0,19730101,19900623
589740,99999,PENGJIA YU,CH,,,+25.633,+122.067,+0102.0,19730102,20230630
589840,99999,BOGUS CHINESE,CH,,,,,,19801001,20011007
590070,99999,GUANGNAN,CH,,,+24.067,+105.067,+1251.0,19560820,20230630
590080,99999,BOGUS CHINESE,CH,,,,,,19801001,20040118
590130,99999,BOGUS CHINESE,CH,,,,,,19801001,20041008
590210,99999,TIAN'E/LIUPAI,CH,,,+25.083,+107.200,+0305.0,19730101,19971231
590230,99999,HECHI,CH,,,+24.700,+108.050,+0214.0,19560820,20230630
590370,99999,DU AN,CH,,,+24.017,+108.083,+0162.0,19570601,19610314
590460,99999,LIUZHOU,CH,,,+24.350,+109.400,+0097.0,19430919,20230630
590580,99999,MENGSHAN,CH,,,+24.200,+110.517,+0145.0,19570601,20230630
590620,99999,BOGUS CHINESE,CH,,,,,,19801001,19840222
590650,99999,HEXIAN/BABU,CH,,,+24.467,+111.567,+0091.0,19570601,19971231
590720,99999,LIANZHOU,CH,,,+24.800,+112.367,+0098.0,19560820,20230630
590750,99999,YANGSHAN,CH,,,+24.483,+112.633,+0064.0,19731004,19741013
590760,99999,NAME UNKNOWN (ONC),CH,,,+00.000,+000.000,-0999.0,19731108,19820219
590770,99999,XIA-SHUI-XU,CH,,,+00.000,+000.000,-0999.0,19740504,19840914
590820,99999,SHAOGUAN,CH,,,+24.667,+113.600,+0068.0,19560820,20230630
590830,99999,BOGUS CHINESE,CH,,,,,,19890608,20020912
590850,99999,WU-SHI (?),CH,,,+00.000,+000.000,-0999.0,19740424,19811212
590860,99999,XIN-JIANG,CH,,,+00.000,+000.000,-0999.0,19740615,20020615
590870,99999,FOGANG,CH,,,+23.883,+113.517,+0068.0,19570602,20230630
590920,99999,CHENG-LONG,CH,,,+00.000,+000.000,-0999.0,19730104,19840601
590960,99999,LIANPING,CH,,,+24.367,+114.483,+0214.0,19570602,20230630
590970,99999,XINFENG,CH,,,+00.000,+000.000,-0999.0,19730105,20011210
591020,99999,XUNWU,CH,,,+24.950,+115.650,+0299.0,19560820,20230630
591090,99999,XING-NING,CH,,,+00.000,+000.000,-0999.0,19800803,19840504
591170,99999,MEI XIAN,CH,,ZGMX,+24.283,+116.067,+0116.9,19560820,20230630
591240,99999,NAN-JING,CH,,,+00.000,+000.000,-0999.0,19800702,20020126
591260,99999,ZHANGZHOU,CH,,,+24.633,+117.650,+0024.0,19570603,19971231
591270,99999,DA-XI,CH,,,+00.000,+000.000,-0999.0,19740423,20011114
591330,99999,JIN-JIANG,CH,,,+24.800,+118.583,+0022.0,19570601,19971231
591340,99999,GAOQI,CH,,ZSAM,+24.544,+118.128,+0018.0,19560820,20230630
591520,99999,XINZHU,CH,,,+24.800,+120.967,+0034.0,20020103,20070226
591580,99999,TAIZHONG,CH,,,+24.150,+120.683,+0078.0,19560820,20230630
591625,99999,YANCHENG,CH,,ZSYN,+33.417,+120.200,+0003.0,20131001,20200101
591630,99999,I-LAN FORMOSA/NILAN,CH,,,+24.767,+121.750,+0007.0,19560820,19591031
592020,99999,XI-YANG (?),CH,,,+00.000,+000.000,-0999.0,19740425,20011003
592030,99999,ZHE-SHANG,CH,,,+00.000,+000.000,-0999.0,19740514,20010831
592090,99999,NAPO,CH,,,+23.300,+105.950,+0794.0,19730101,20230630
592110,99999,BAISE,CH,,,+23.900,+106.600,+0177.0,19560820,20230630
592160,99999,HUO-JIAO,CH,,,+23.633,+106.717,+0329.0,19730323,20011006
592170,99999,RONG-LAO-XIANG,CH,,,+00.000,+000.000,-0999.0,19731004,20020821
592180,99999,XINJING,CH,,,+23.133,+106.417,+0740.0,19570601,19971231
592240,99999,PINGMA,CH,,,+23.600,+107.117,+0112.0,19570601,19890913
592280,99999,LONG'AN,CH,,,+23.133,+107.650,+0457.0,19880201,19971231
592340,99999,QIAO-LI,CH,,,+00.000,+000.000,-0999.0,19731004,20020815
592420,99999,DA-WAN,CH,,,+23.850,+109.417,+0076.0,19570602,19971231
592430,99999,XIANGZHOU,CH,,,+23.950,+109.683,+0122.0,19740307,19741025
592450,99999,WU-XUAN,CH,,,+00.000,+000.000,-0999.0,19730701,20020421
592540,99999,GUIPING,CH,,,+23.400,+110.083,+0044.0,19560820,20230630
592580,99999,LIU-CHEN,CH,,,+00.000,+000.000,-0999.0,19740610,20020416
592590,99999,JINJI,CH,,,+23.217,+110.817,+0077.0,19740111,19750404
592620,99999,GU-NA,CH,,,+23.833,+111.567,+0137.0,19740302,20020530
592650,99999,WUZHOU,CH,,,+23.483,+111.300,+0120.0,19560820,20230630
592710,99999,HUAIJI,CH,,,+23.950,+112.200,+0057.0,19570601,19971231
592730,99999,QINGCHENG,CH,,,+23.667,+112.867,+0020.0,19740112,19741024
592770,99999,LU-BU,CH,,,+00.000,+000.000,-0999.0,19740424,20020615
592780,99999,GAOYAO,CH,,,+23.050,+112.467,+0012.0,19570601,20230630
592800,99999,QING YUAN,CH,,,+23.700,+113.083,+0019.0,19990207,19991203
592830,99999,LIANG-KOU (?),CH,,,+00.000,+000.000,-0999.0,19731101,20011206
592870,99999,BAIYUN INTL,CH,,ZGGG,+23.392,+113.299,+0015.2,19451130,20230630
592871,99999,HUANGHUA,CH,,ZGHA,+28.189,+113.220,+0066.1,20040713,20230630
592880,99999,GUANG-ZHOU/EAST,CH,,,+00.000,+000.000,-0999.0,19731008,20020926
592930,99999,HEYUAN,CH,,,+23.800,+114.733,+0041.0,19560820,20230630
592970,99999,BO-LUO,CH,,,+00.000,+000.000,-0999.0,19731005,20020522
592980,99999,HUI-YANG,CH,,,+23.083,+114.417,+0016.0,19570603,19971231
593030,99999,SONG-LIN-BA,CH,,,+23.967,+115.967,+0152.0,19570601,19971231
593090,99999,DAPING,CH,,,+23.183,+115.850,+0097.0,19740421,19751221
593110,99999,APPROXIMATE LOCALE,CH,,,+23.767,+116.017,+0000.0,19740421,20020110
593160,99999,SHANTOU,CH,,ZGOW,+23.400,+116.683,+0003.0,19560820,20230630
593170,99999,HUILAI,CH,,,+23.083,+116.300,+0030.0,19570602,19971231
593210,99999,GULEITOU,CH,,,+23.800,+117.550,+0006.0,19560820,19611031
593240,99999,LUNG-AO /NAN-AO TAO,CH,,,+23.433,+117.017,,19570601,19610314
593260,99999,XIONG-DI ISLAND,CH,,,+00.000,+000.000,-0999.0,19731108,19851025
593270,99999,APPROXIMATE LOCALE,CH,,,+23.167,+117.167,+0000.0,19830201,20011025
593450,99999,MAGONG,CH,,,+23.517,+119.567,+0022.0,19560820,19910321
593460,99999,P ENG-HU,CH,,,+23.533,+119.567,+0021.0,19730103,19820511
593530,99999,ALI SHAN,CH,,,+23.517,+120.800,+2408.0,19490930,20011212
593580,99999,TAINAN,CH,,,+23.000,+120.217,+0014.0,19560820,20230630
593620,99999,HUALIAN,CH,,,+24.017,+121.617,+0014.0,19560820,19900623
594170,99999,LONGZHOU,CH,,,+22.367,+106.750,+0129.0,19560820,20230630
594270,99999,NING-MING,CH,,,+22.117,+107.133,+0168.0,19801001,19840518
594310,99999,WUXU,CH,,ZGNN,+22.608,+108.172,+0128.3,19440114,20230630
594320,99999,BOGUS CHINESE,CH,,,,,,19801001,20020823
594460,99999,BOBAI,CH,,,+22.250,+109.967,+0121.0,19570601,19971231
594530,99999,CEN-XI,CH,,,+22.933,+110.983,+0243.0,19570701,19971231
594560,99999,XINYI,CH,,,+22.350,+110.933,+0084.0,19560820,20230630
594620,99999,LUODING,CH,,,+22.717,+111.550,+0134.0,19591101,19971231
594680,99999,SANJIA,CH,,,+23.133,+111.467,+0080.0,19740422,19741130
594720,99999,MING-CHENG,CH,,,+00.000,+000.000,-0999.0,19731103,20020618
594730,99999,HE-QING,CH,,,+00.000,+000.000,-0999.0,19740427,20020606
594770,99999,EN-PING,CH,,,+00.000,+000.000,-0999.0,19740112,20011201
594780,99999,TAI-SHAN,CH,,,+22.267,+112.783,+0046.0,19560820,19971231
594880,99999,ZHUHAI SANZAO,CH,,,+22.017,+113.383,+0003.0,19740611,19741125
594930,99999,BAOAN INTL,CH,,ZGSZ,+22.639,+113.811,+0004.0,19570601,20230630
595010,99999,SHANWEI,CH,,,+22.783,+115.367,+0005.0,19560820,20230630
595050,99999,APPROXIMATE LOCALE,CH,,,+22.500,+115.500,+0000.0,19830201,20011016
595500,99999,TAINAN,CH,,,+22.950,+120.183,+0017.0,19730101,19801007
595530,99999,DONGGANG,CH,,,+22.467,+120.433,+0008.0,19730102,20031205
595540,99999,GAOXIONG,CH,,,+22.617,+120.267,+0033.0,20020617,20020617
595590,99999,HENGCHUN,CH,,,+22.000,+120.750,+0024.0,19560820,20230630
595600,99999,CHIN HONG,CH,,,+22.800,+121.167,+0037.0,19730101,19800710
595620,99999,TAIDONG,CH,,,+22.750,+121.150,+0010.0,19560820,20230630
